Article_ID,fixed,only_notes_mismatch,Covidence_ID,Name_data_entry,Parameter_type,Parameter_FromFigure,Method_from_supplement,Parameter value,Exponent,Parameter lower bound,Parameter upper bound,Inverse_param,Parameter unit,Parameter value type,Parameter statistical approach,Parameter uncertainty - single type,Parameter uncertainty - single value,Parameter uncertainty - type,Parameter uncertainty - lower value,Parameter uncertainty - upper value,Distribution_type,Distribution_par1_type,Distribution_par1_value,Distribution_par1_uncertainty,Distribution_par2_type,Distribution_par2_value,Distribution_par2_uncertainty,parameter_paired,Parameter 2 value type,Parameter 2 value,Parameter 2 lower bound,Parameter 2 upper bound,Exponent_2,Inverse_param_2,Parameter 2 unit,Method_2_from_supplement,Parameter 2 statistical approach,parameter_pair_uncert_yn,Parameter 2 uncertainty - single type,Parameter 2 uncertainty - single value,Parameter 2 uncertainty – type,Parameter 2 uncertainty - lower value,Parameter 2 uncertainty - upper value,parameter_pair_distr_yn,Distribution_2_type,Distribution_2_par1_type,Distribution_2_par1_value,Distribution_2_par1_uncertainty,Distribution_2_par2_type,Distribution_2_par2_value,Distribution_2_par2_uncertainty,Method_R,R_pathway,Genome_site,Genomic_sequence_available,parameter_hd_from,Other_delay_start,parameter_hd_to,Other_delay_end,CFR_IFR_numerator,CFR_IFR_denominator,CFR_IFR_Method,Case_definition,Riskfactor_outcome,Riskfactor_name,Riskfactor_occupation,Riskfactor_significant,Riskfactor_adjusted,Method_disaggregated,Method_disaggregated_only,Method_disaggregated_by,Population_sex,Population_sample_size,Population_sample_type,Population_group,Population_age_min,Population_age_max,Population_country,Population_location,parameter_context_location_type,Method_moment_value,Urban/Rural area,Data_available,parameter_notes,Population_study_start_day,Population_study_start_month,Population_study_start_year,Population_study_end_day,Population_study_end_month,Population_study_end_year,access_param_id,Pathogen,num_rows,matching
533,1,FALSE,1496,Joseph Hicks,Severity - case fatality ratio (CFR),No,No,8,0,0,10,No,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,302,Naive,Lab confirmed,NA,NA,NA,NA,NA,Yes,No,Time,Both,302,Population based,Persons under investigation,1,86,South Africa,Free State; Northern Cape; Eastern Cape; Western Cape; Gauteng; North West; Mpumalanga; KwaZulu-Natal; Limpopo,Province,Mid outbreak,Unspecified,Not available,NA,NA,NA,2008,21,05,2011,533_001,Rift Valley fever virus,1,0
473,1,FALSE,666,Christian Morgenstern,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Serology,"Contact with animal,Comorbidity,Other",NA,Significant,Not adjusted,No,NA,NA,Both,350,Mixed settings,Mixed groups,18,NA,Saudi Arabia,"Abu Arish, Al Aridah, Al Aydabi, Baish, Dhamad, Jazan, Sabya, Samtah",Governorates,Post outbreak,Unspecified,Not available,"Risk factors: History of contact with cattle, History of chronic medical probelems, Sheltered livestock in home, cared for birthing animal, disposed of and aborted animal fetus, cared for sick animal, handled an animal carcass, history of poor vision. Only 1 female in study cohort",NA,07,2012,NA,NA,2012,473_001,Rift Valley fever virus,1,0
473,1,FALSE,666,Christian Morgenstern,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Serology,"Contact with animal,Comorbidity",NA,Significant,Adjusted,NA,NA,NA,Both,350,Mixed settings,Mixed groups,18,NA,Saudi Arabia,"Abu Arish, Al Aridah, Al Aydabi, Baish, Dhamad, Jazan, Sabya, Samtah",Governorates,Post outbreak,Unspecified,Not available,"risk factors - history of contact with cattle, history of chronic medical problems",NA,07,2012,NA,NA,2012,473_002,Rift Valley fever virus,1,0
473,1,FALSE,666,Christian Morgenstern,Seroprevalence - IgG,No,No,11.1,NA,NA,NA,No,Percentage (%),Mean,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,350,Naive,Lab confirmed,NA,NA,NA,NA,NA,No,NA,NA,Both,350,Mixed settings,Mixed groups,18,NA,Saudi Arabia,"Abu Arish, Al Aridah, Al Aydabi, Baish, Dhamad, Jazan, Sabya, Samtah",Governorates,Post outbreak,Unspecified,Not available,NA,NA,07,2012,NA,NA,2012,473_003,Rift Valley fever virus,1,0
473,1,FALSE,666,Christian Morgenstern,Seroprevalence - PRNT,No,No,41,NA,NA,NA,No,Percentage (%),Mean,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,39,Adjusted,Lab confirmed,NA,NA,NA,NA,NA,No,NA,NA,Both,350,Mixed settings,Mixed groups,NA,NA,Saudi Arabia,"Abu Arish, Al Aridah, Al Aydabi, Baish, Dhamad, Jazan, Sabya, Samtah",Governorates,Post outbreak,Unspecified,Not available,NA,NA,07,2012,NA,NA,2012,473_004,Rift Valley fever virus,1,0
473,1,FALSE,666,Christian Morgenstern,Seroprevalence - IgM,No,No,NA,NA,NA,NA,No,NA,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,Adjusted,Lab confirmed,NA,NA,NA,NA,NA,No,NA,NA,Both,350,Mixed settings,Mixed groups,NA,NA,Saudi Arabia,"Abu Arish, Al Aridah, Al Aydabi, Baish, Dhamad, Jazan, Sabya, Samtah",Governorates,Post outbreak,Unspecified,Not available,NA,NA,07,2012,NA,NA,2012,473_005,Rift Valley fever virus,1,0
555,1,FALSE,906,Rhys Earl,Seroprevalence - IgM,No,No,0,NA,NA,NA,NA,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,335,Naive,Lab confirmed,NA,NA,NA,NA,NA,No,NA,NA,Both,335,Trade / business based,Animal workers,NA,NA,Central African Republic,Bangui,province,Unspecified,Unspecified,Unspecified,"Blood samples were also collected from people at risk, such as stock breeders and people working in slaughterhouses and livestock markets",00,11,2010,00,11,2012,555_001,Rift Valley fever virus,1,0
555,1,FALSE,906,Rhys Earl,Seroprevalence - IgG,No,No,16.7,NA,0,23.9,NA,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,335,NA,Lab confirmed,NA,NA,NA,NA,NA,NA,NA,"Age,Occupation,Sex",Both,335,Trade / business based,Animal workers,NA,NA,Central African Republic,Bangui,province,Unspecified,Unspecified,Unspecified,"Blood samples were also collected from people at risk, such as stock breeders and people working in slaughterhouses and livestock",00,11,2010,00,11,2012,555_002,Rift Valley fever virus,1,0
555,1,FALSE,906,Rhys Earl,Risk factors,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Serology,"Occupation,Sex",Livestock and animal herders,Not significant,Not adjusted,Yes,No,NA,Both,335,Trade / business based,Animal workers,NA,NA,Central African Republic,Bangui,province,Unspecified,Unspecified,Unspecified,"Trade - Veterinarian, Slaughterhouse worker, Butcher, Breeder",00,11,2010,00,11,2012,555_003,Rift Valley fever virus,1,0
555,1,FALSE,906,Rhys Earl,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Serology,Age,NA,Significant,Not adjusted,Yes,No,NA,Both,335,Trade / business based,Animal workers,NA,NA,Central African Republic,Bangui,province,Unspecified,Unspecified,Unspecified,"Age categories <15, 15-24, 25-34, 35-44",00,11,2010,00,11,2012,555_004,Rift Valley fever virus,1,0
509,1,FALSE,1397,Anna Vicco,Seroprevalence - HAI/HI,No,No,3,NA,NA,NA,No,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,197,Naive,Lab confirmed,NA,NA,NA,NA,NA,NA,NA,NA,Both,197,Other,Other,NA,NA,Egypt,El Arish Wasi (northen Sinai),region,Post outbreak,NA,NA,testing Israeli soldiers serving in the region,NA,06,1980,NA,07,1980,509_001,Rift Valley fever virus,1,0
497,1,FALSE,10,Alba Halliday,Seroprevalence - IgG,No,No,0.72,NA,0,3.02,No,Percentage (%),Unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1141,Naive,Lab confirmed,NA,NA,NA,NA,NA,Yes,No,Region,Both,1141,Community based,General population,18,NA,Kenya,Busia; Malindi; Samburu,Districts,Unspecified,Rural area,NA,Total samples have 32 missing but location not specified; 2 villages per district; disag by age 0/461 Busia; Malindi 1/442 ; Samburu 7/238,NA,07,2004,NA,09,2004,497_001,Rift Valley fever virus,1,0
558,1,FALSE,10,Anna-Maria Hartner,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Serology,"Age,Occupation,Sex,Other",Other,Not significant,Not adjusted,No,NA,NA,Both,1141,Community based,General population,18,NA,Kenya,"Busia , Malindi, Samburu",District,Unspecified,Rural area,Not available,2-way fisher exact test; no significance for sex/age/occupation/literacy/roofing material,NA,07,2024,NA,09,2024,558_004,Rift Valley fever virus,1,0
558,1,FALSE,10,Anna-Maria Hartner,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Serology,Other,NA,Significant,Not adjusted,No,NA,NA,Both,1141,Community based,General population,18,NA,Kenya,"Busia , Malindi, Samburu",District,Unspecified,Rural area,Not available,2-way fisher exact test; no significance for sex/age/occupation/literacy/roofing material,NA,07,2024,NA,09,2024,558_005,Rift Valley fever virus,1,0
514,1,FALSE,741,Joseph Hicks,Seroprevalence - IgG,No,No,15,0,5,33,No,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,202,Naive,Lab confirmed,NA,NA,NA,NA,NA,Yes,No,"Age,Region,Sex,Other",Both,202,Mixed settings,General population,NA,NA,Kenya,Garissa District,District,End outbreak,Unspecified,Not available,NA,08,02,1998,14,02,1998,514_001,Rift Valley fever virus,1,0
514,1,FALSE,741,Joseph Hicks,Seroprevalence - IgG,No,No,23,0,NA,NA,No,Percentage (%),Central - unspecified,Estimated parameter,NA,NA,CI95%,20,26,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,202,Adjusted,Lab confirmed,NA,NA,NA,NA,NA,No,NA,NA,Both,202,Mixed settings,General population,NA,NA,Kenya,Garissa District,District,End outbreak,Unspecified,Not available,NA,08,02,1998,14,02,1998,514_004,Rift Valley fever virus,1,0
559,1,FALSE,741,Anna-Maria Hartner,Seroprevalence - IgG,No,No,NA,NA,NA,NA,NA,NA,Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,Naive,Suspected,NA,NA,NA,NA,NA,No,NA,NA,Both,10,Mixed settings,Persons under investigation,NA,NA,Kenya,Garissa,District,Mid outbreak,Unspecified,NA,NA,xx,10,1997,8,02,1998,559_002,Rift Valley fever virus,1,0
514,1,FALSE,741,Joseph Hicks,Seroprevalence - IgM,No,No,14,0,NA,NA,No,Percentage (%),Central - unspecified,Estimated parameter,NA,NA,CI95%,11,16,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,171,Adjusted,Lab confirmed,NA,NA,NA,NA,NA,No,NA,NA,Both,171,Mixed settings,General population,NA,NA,Kenya,Garissa District,District,End outbreak,Unspecified,Not available,NA,08,02,1998,14,02,1998,514_002,Rift Valley fever virus,1,0
559,1,FALSE,741,Anna-Maria Hartner,Seroprevalence - IgM,No,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,Naive,Suspected,NA,NA,NA,NA,NA,No,NA,NA,Both,10,Mixed settings,Persons under investigation,NA,NA,Kenya,Garissa,District,Mid outbreak,Unspecified,NA,NA,xx,10,1997,8,02,1998,559_001,Rift Valley fever virus,1,0
514,1,FALSE,741,Joseph Hicks,Seroprevalence - IgM,No,No,18,0,5,33,No,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,171,Naive,Lab confirmed,NA,NA,NA,NA,NA,Yes,No,"Age,Sex,Other",Both,171,Mixed settings,Other,NA,NA,Kenya,Garissa District,District,End outbreak,Unspecified,Not available,Susceptible population,08,02,1998,14,02,1998,514_003,Rift Valley fever virus,1,0
514,1,FALSE,741,Joseph Hicks,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Infection,"Age,Contact with animal,Consumption of animal product,Other",NA,Significant,Not adjusted,No,NA,NA,Both,171,Mixed settings,Other,NA,NA,Kenya,Garissa District,District,End outbreak,Unspecified,Not available,Susceptible population,08,02,1998,14,02,1998,514_005,Rift Valley fever virus,1,0
514,1,FALSE,741,Joseph Hicks,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Infection,"Close contact,Camel Contact,Sex,Environmental,Other",NA,Not significant,Not adjusted,No,NA,NA,Both,171,Mixed settings,Other,NA,NA,Kenya,Garissa District,District,End outbreak,Unspecified,Not available,Susceptible population,08,02,1998,14,02,1998,514_006,Rift Valley fever virus,1,0
514,1,FALSE,741,Joseph Hicks,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Infection,"Age,Contact with animal,Sex",NA,Significant,Adjusted,No,NA,NA,Both,171,Mixed settings,Other,NA,NA,Kenya,Garissa District,District,End outbreak,Unspecified,Not available,Susceptible population,08,02,1998,14,02,1998,514_007,Rift Valley fever virus,1,0
514,1,FALSE,741,Joseph Hicks,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Infection,Consumption of animal product,NA,Not significant,Adjusted,No,NA,NA,Both,171,Mixed settings,Other,NA,NA,Kenya,Garissa District,District,End outbreak,Unspecified,Not available,Susceptible population,08,02,1998,14,02,1998,514_008,Rift Valley fever virus,1,0
514,1,FALSE,741,Joseph Hicks,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Serology,Contact with animal,NA,Significant,Adjusted,No,NA,NA,Both,NA,Mixed settings,Other,NA,NA,Kenya,Garissa District,District,End outbreak,Unspecified,Not available,data not shown; only describe statistically significant variables in the text,08,02,1998,14,02,1998,514_009,Rift Valley fever virus,1,0
560,1,FALSE,1038,Anna-Maria Hartner,Seroprevalence - IgM,No,No,NA,NA,NA,NA,NA,NA,Unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,288,Naive,Lab confirmed,NA,NA,NA,NA,NA,No,NA,NA,Both,288,Population based,Persons under investigation,2,86,Mauritania,Tagant; Brakna; Trarza; Assaba; and Hodh-El-Gharbi,Region,Mid outbreak,Unspecified,Unspecified,Contacts + confirmed/suspected cases,18,11,1012,29,11,2012,560_002,Rift Valley fever virus,1,0
560,1,FALSE,1038,Anna-Maria Hartner,Seroprevalence - IgG,No,No,8,NA,8,54,NA,Percentage (%),Unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,288,Naive,Lab confirmed,NA,NA,NA,NA,NA,Yes,No,Region,Both,288,Population based,Persons under investigation,2,86,Mauritania,Tagant; Brakna; Trarza; Assaba; and Hodh-El-Gharbi,Region,Mid outbreak,Unspecified,Unspecified,Contacts + confirmed/suspected cases,18,11,1012,29,11,2012,560_005,Rift Valley fever virus,1,0
560,1,FALSE,1038,Anna-Maria Hartner,Attack rate,No,No,0.039,-3,0.001,0.39,No,NA,Unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,"Age,Region,Sex",Both,NA,Population based,Persons with symptoms,2,86,Mauritania,Tagant; Brakna; Trarza; Assaba; and Hodh-El-Gharbi,Region,Mid outbreak,Unspecified,Unspecified,What should the sample size be for Attack Rate? Cases detected (63)? Samples (288)? Total population (1630444)?,18,11,1012,29,11,2012,560_001,Rift Valley fever virus,1,0
560,1,FALSE,1038,Anna-Maria Hartner,Severity - case fatality ratio (CFR),No,No,31.7,NA,0,100,NA,Percentage (%),NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,41,Naive,Lab confirmed,NA,NA,NA,NA,NA,Yes,NA,"Age,Region,Sex",Both,41,Population based,Persons under investigation,NA,NA,Mauritania,Tagant; Brakna; Trarza; Assaba; and Hodh-El-Gharbi,Region,Mid outbreak,Unspecified,Unspecified,NA,18,11,1012,29,11,2012,560_007,Rift Valley fever virus,1,0
560,1,FALSE,1038,Anna-Maria Hartner,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Infection,Occupation,Other,Significant,Unspecified,No,NA,NA,Both,288,Population based,Persons under investigation,2,86,Mauritania,Tagant; Brakna; Trarza; Assaba; and Hodh-El-Gharbi,Region,Mid outbreak,Unspecified,Unspecified,Risk factor occupation: housewives and shepherds,18,11,1012,29,11,2012,560_006,Rift Valley fever virus,1,0
529,1,FALSE,1157,sangeeta,Seroprevalence - IgG,No,No,9.1,NA,NA,NA,No,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,685,Naive,Lab confirmed,NA,NA,NA,NA,NA,Yes,NA,"Age,Occupation,Other",Both,823,Population based,Mixed groups,16,84,South Africa,Free State;Northern Cape,Province,Post outbreak,NA,NA,"members of livestock (cattle, sheep, or goats)-owning households",NA,10,2015,NA,02,2016,529_001,Rift Valley fever virus,1,0
529,1,FALSE,1157,sangeeta,Seroprevalence - IgG,No,NA,9.1,NA,NA,NA,NA,Percentage (%),NA,Estimated parameter,NA,NA,CI95%,7.2,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,823,Population based,Mixed groups,16,84,South Africa,Free State;Northern Cape,Province,Post outbreak,NA,NA,"members of livestock (cattle, sheep, or goats)-owning households",NA,10,2015,NA,02,2016,529_002,Rift Valley fever virus,1,0
529,1,FALSE,1157,sangeeta,Seroprevalence - IgG,NA,NA,8,NA,NA,NA,NA,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,138,NA,Lab confirmed,NA,NA,NA,NA,NA,Yes,NA,"Age,Occupation,Other",Both,823,Population based,Mixed groups,16,84,South Africa,Free State;Northern Cape,Province,Post outbreak,NA,NA,In animal HCWs,NA,10,2015,NA,02,2016,529_003,Rift Valley fever virus,1,0
529,1,FALSE,1157,sangeeta,Seroprevalence - IgG,NA,NA,8,NA,NA,NA,NA,Percentage (%),Mean,Estimated parameter,NA,NA,CI95%,4.5,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,823,Population based,Mixed groups,16,84,South Africa,Free State;Northern Cape,Province,Post outbreak,NA,NA,In Animal HCWs,NA,10,2015,NA,02,2016,529_004,Rift Valley fever virus,1,0
529,1,FALSE,1157,sangeeta,Seroprevalence - IgG,NA,NA,NA,NA,2.6,18.9,NA,Percentage (%),Mean,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,Both,823,Population based,Mixed groups,16,84,South Africa,Free State;Northern Cape,Province,Post outbreak,NA,NA,disaggregated by age group; years of working on farm; years of working with animals and several other stratifications; farm workers,NA,10,2015,NA,02,2016,529_006,Rift Valley fever virus,1,0
561,1,FALSE,1157,Anna-Maria Hartner,Risk factors,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Serology,"Age,Contact with animal,Consumption of animal product,Other",NA,Significant,Adjusted,Yes,No,"Age,Occupation,Other",Both,823,Population based,Mixed groups,16,84,South Africa,Free State and Northern Cape,Province,Post outbreak,NA,NA,People working on farms,NA,10,2015,NA,02,2016,561_003,Rift Valley fever virus,1,0
